Product Type,Product Weight (kg),Purpose,Vehicle Type,Vehicle Category,maxWeightCapacity
Chickens,466,livestock,Mini Livestock Truck,N1,2775
Fruits,159,crops,Tricycle,L1,317
Leafy Greens,9788,perishable goods,Refrigerated Truck,N2,10837
Rice,177,crops,Tricycle,L1,953
Goats,2510,livestock,Livestock Truck,N2,10239
Chickens,862,livestock,Mini Livestock Truck,N1,1196
Pigs,1016,livestock,Mini Livestock Truck,N1,1639
Chickens,1159,livestock,Mini Livestock Truck,N1,2666
Rice,911,crops,Multicab,N1,1881
Frozen Fish,818,perishable goods,Refrigerated Van,N1,2281
Eggs,1208,perishable goods,Refrigerated Van,N1,1635
Vegetables,2027,crops,Elf Truck,N2,3616
Meat,520,perishable goods,Refrigerated Truck,N2,7112
Fruits,690,crops,Tricycle,L1,779
Meat,433,perishable goods,Refrigerated Van,N1,2610
Meat,1461,perishable goods,Refrigerated Truck,N2,5169
Chickens,452,livestock,Mini Livestock Truck,N1,2099
Vegetables,3864,crops,10-Wheeler Truck,N3,16446
Meat,2539,perishable goods,Refrigerated Van,N1,2760
Chickens,456,livestock,Mini Livestock Truck,N1,2388
Pigs,5649,livestock,Livestock Truck,N2,8966
Pigs,1551,livestock,Mini Livestock Truck,N1,2993
Rice,3941,crops,10-Wheeler Truck,N3,19536
Chickens,424,livestock,Mini Livestock Truck,N1,1287
Pigs,7533,livestock,Livestock Truck,N2,7633
Leafy Greens,1052,perishable goods,Refrigerated Van,N1,1281
Eggs,1089,perishable goods,Refrigerated Truck,N2,9783
Pigs,1759,livestock,Mini Livestock Truck,N1,2765
Meat,926,perishable goods,Refrigerated Van,N1,1077
Meat,2340,perishable goods,Refrigerated Truck,N2,6889
Rice,616,crops,Tricycle,L1,768
Leafy Greens,186,perishable goods,Refrigerated Van,N1,1971
Rice,218,crops,Tricycle,L1,719
Fruits,5190,crops,10-Wheeler Truck,N3,12243
Vegetables,318,crops,Tricycle,L1,944
Frozen Fish,3225,perishable goods,Refrigerated Truck,N2,8789
Vegetables,665,crops,Tricycle,L1,842
Eggs,3075,perishable goods,Refrigerated Truck,N2,5820
Goats,2571,livestock,Livestock Truck,N2,4147
Chickens,2472,livestock,Mini Livestock Truck,N1,2524
Goats,680,livestock,Mini Livestock Truck,N1,1917
Cows,4441,livestock,Livestock Truck,N2,4699
Vegetables,230,crops,Tricycle,L1,592
Rice,3195,crops,Elf Truck,N2,7094
Meat,7453,perishable goods,Refrigerated Truck,N2,10226
Pigs,2287,livestock,Mini Livestock Truck,N1,2971
Cows,8984,livestock,Heavy Livestock Trailer,N3,18675
Goats,2392,livestock,Mini Livestock Truck,N1,2965
Chickens,1035,livestock,Mini Livestock Truck,N1,1055
Vegetables,14315,crops,10-Wheeler Truck,N3,18547
Frozen Fish,1901,perishable goods,Refrigerated Van,N1,3132
Cows,12763,livestock,Heavy Livestock Trailer,N3,14644
Chickens,1909,livestock,Mini Livestock Truck,N1,2046
Vegetables,109,crops,Tricycle,L1,116
Fruits,260,crops,Tricycle,L1,949
Goats,7821,livestock,Livestock Truck,N2,11331
Pigs,226,livestock,Mini Livestock Truck,N1,1726
Rice,549,crops,Multicab,N1,2952
Rice,490,crops,Multicab,N1,2531
Pigs,1712,livestock,Heavy Livestock Trailer,N3,15979
Eggs,5765,perishable goods,Refrigerated Truck,N2,11292
Cows,17420,livestock,Heavy Livestock Trailer,N3,19700
Meat,2097,perishable goods,Refrigerated Van,N1,2406
Meat,2147,perishable goods,Refrigerated Van,N1,2174
Frozen Fish,1577,perishable goods,Refrigerated Truck,N2,3678
Meat,344,perishable goods,Refrigerated Van,N1,1584
Meat,279,perishable goods,Refrigerated Van,N1,2266
Chickens,4970,livestock,Heavy Livestock Trailer,N3,15216
Rice,1047,crops,Elf Truck,N2,8157
Pigs,7652,livestock,Heavy Livestock Trailer,N3,19775
Eggs,6235,perishable goods,Refrigerated Truck,N2,6487
Meat,7066,perishable goods,Refrigerated Truck,N2,11890
Chickens,14111,livestock,Heavy Livestock Trailer,N3,15090
Chickens,9985,livestock,Heavy Livestock Trailer,N3,14220
Fruits,727,crops,Multicab,N1,1374
Eggs,267,perishable goods,Refrigerated Truck,N2,7655
Fruits,170,crops,Tricycle,L1,232
Leafy Greens,9862,perishable goods,Refrigerated Truck,N2,11276
Pigs,15127,livestock,Heavy Livestock Trailer,N3,17530
Pigs,3748,livestock,Livestock Truck,N2,5294
Rice,11138,crops,Elf Truck,N2,11355
Cows,920,livestock,Mini Livestock Truck,N1,1308
Pigs,908,livestock,Livestock Truck,N2,10002
Fruits,1268,crops,Elf Truck,N2,7802
Corn,1000,crops,Elf Truck,N2,6741
Rice,4652,crops,Elf Truck,N2,9086
Goats,6092,livestock,Heavy Livestock Trailer,N3,15935
Pigs,4297,livestock,Livestock Truck,N2,9599
Vegetables,449,crops,Tricycle,L1,659
Frozen Fish,3502,perishable goods,Refrigerated Truck,N2,11961
Frozen Fish,1605,perishable goods,Refrigerated Truck,N2,5877
Corn,494,crops,Tricycle,L1,714
Goats,16597,livestock,Heavy Livestock Trailer,N3,17282
Rice,323,crops,Multicab,N1,1411
Pigs,12717,livestock,Heavy Livestock Trailer,N3,14261
Vegetables,798,crops,Tricycle,L1,819
Leafy Greens,282,perishable goods,Refrigerated Van,N1,1774
Pigs,1812,livestock,Mini Livestock Truck,N1,2085
Eggs,1346,perishable goods,Refrigerated Van,N1,1645
Fruits,932,crops,Elf Truck,N2,3809
Eggs,414,perishable goods,Refrigerated Van,N1,1493
Meat,3330,perishable goods,Refrigerated Truck,N2,7543
Corn,114,crops,Tricycle,L1,534
Eggs,172,perishable goods,Refrigerated Van,N1,2665
Cows,771,livestock,Mini Livestock Truck,N1,2362
Corn,968,crops,Multicab,N1,1932
Goats,2208,livestock,Livestock Truck,N2,4076
Corn,787,crops,Multicab,N1,1409
Rice,644,crops,Multicab,N1,2218
Fruits,1505,crops,Multicab,N1,3460
Goats,109,livestock,Mini Livestock Truck,N1,1215
Goats,12243,livestock,Heavy Livestock Trailer,N3,15260
Eggs,1202,perishable goods,Refrigerated Van,N1,1293
Corn,10578,crops,10-Wheeler Truck,N3,12489
Meat,612,perishable goods,Refrigerated Van,N1,2874
Leafy Greens,6246,perishable goods,Refrigerated Truck,N2,10684
Chickens,754,livestock,Mini Livestock Truck,N1,3257
Frozen Fish,737,perishable goods,Refrigerated Van,N1,1174
Leafy Greens,2844,perishable goods,Refrigerated Truck,N2,9093
Meat,4670,perishable goods,Refrigerated Truck,N2,7430
Rice,858,crops,Multicab,N1,1408
Meat,907,perishable goods,Refrigerated Van,N1,1575
Corn,1203,crops,Multicab,N1,2573
Frozen Fish,1558,perishable goods,Refrigerated Truck,N2,8046
Fruits,753,crops,Tricycle,L1,861
Meat,1222,perishable goods,Refrigerated Truck,N2,10484
Meat,2980,perishable goods,Refrigerated Van,N1,3319
Corn,283,crops,Tricycle,L1,504
Meat,650,perishable goods,Refrigerated Truck,N2,10086
Frozen Fish,1030,perishable goods,Refrigerated Van,N1,2311
Chickens,11959,livestock,Heavy Livestock Trailer,N3,18924
Pigs,1607,livestock,Mini Livestock Truck,N1,1751
Chickens,1295,livestock,Mini Livestock Truck,N1,1704
Fruits,590,crops,Multicab,N1,1592
Vegetables,7402,crops,Elf Truck,N2,10811
Rice,982,crops,Multicab,N1,1933
Frozen Fish,6112,perishable goods,Refrigerated Truck,N2,9727
Cows,1107,livestock,Mini Livestock Truck,N1,2401
Rice,927,crops,Multicab,N1,1181
Fruits,483,crops,Tricycle,L1,871
Fruits,548,crops,Tricycle,L1,604
Cows,10072,livestock,Heavy Livestock Trailer,N3,12390
Frozen Fish,1060,perishable goods,Refrigerated Van,N1,1888
Rice,398,crops,Tricycle,L1,940
Goats,6033,livestock,Livestock Truck,N2,6704
Leafy Greens,5821,perishable goods,Refrigerated Truck,N2,6070
Rice,6263,crops,Elf Truck,N2,9077
Frozen Fish,637,perishable goods,Refrigerated Van,N1,1336
Goats,4063,livestock,Heavy Livestock Trailer,N3,13672
Meat,246,perishable goods,Refrigerated Van,N1,2888
Eggs,1974,perishable goods,Refrigerated Truck,N2,4989
Fruits,4684,crops,Elf Truck,N2,4948
Frozen Fish,611,perishable goods,Refrigerated Van,N1,1733
Eggs,10256,perishable goods,Refrigerated Truck,N2,10627
Pigs,1024,livestock,Mini Livestock Truck,N1,1871
Goats,374,livestock,Mini Livestock Truck,N1,1028
Pigs,5174,livestock,Livestock Truck,N2,5211
Fruits,331,crops,Tricycle,L1,477
Leafy Greens,1741,perishable goods,Refrigerated Van,N1,2039
Corn,878,crops,Multicab,N1,1476
Meat,4627,perishable goods,Refrigerated Truck,N2,5905
Leafy Greens,2263,perishable goods,Refrigerated Truck,N2,5147
Rice,120,crops,Tricycle,L1,125
Fruits,100,crops,Tricycle,L1,251
Meat,5621,perishable goods,Refrigerated Truck,N2,11942
Frozen Fish,7097,perishable goods,Refrigerated Truck,N2,11092
Corn,4452,crops,Elf Truck,N2,4897
Leafy Greens,3038,perishable goods,Refrigerated Truck,N2,3815
Goats,2173,livestock,Mini Livestock Truck,N1,2223
Fruits,1311,crops,Multicab,N1,1782
Eggs,773,perishable goods,Refrigerated Truck,N2,4482
Goats,13852,livestock,Heavy Livestock Trailer,N3,19841
Vegetables,573,crops,Elf Truck,N2,9360
Rice,172,crops,Tricycle,L1,539
Eggs,11780,perishable goods,Refrigerated Truck,N2,11964
Pigs,482,livestock,Mini Livestock Truck,N1,2858
Leafy Greens,1478,perishable goods,Refrigerated Van,N1,3050
Rice,234,crops,Tricycle,L1,252
Goats,1445,livestock,Heavy Livestock Trailer,N3,14566
Goats,17151,livestock,Heavy Livestock Trailer,N3,17599
Eggs,1820,perishable goods,Refrigerated Truck,N2,5709
Pigs,1105,livestock,Heavy Livestock Trailer,N3,12405
Rice,1532,crops,Multicab,N1,1820
Fruits,7465,crops,Elf Truck,N2,11712
Chickens,363,livestock,Mini Livestock Truck,N1,1628
Vegetables,270,crops,Tricycle,L1,297
Frozen Fish,771,perishable goods,Refrigerated Van,N1,2054
Frozen Fish,1694,perishable goods,Refrigerated Truck,N2,7320
Corn,4465,crops,Elf Truck,N2,7799
Meat,5785,perishable goods,Refrigerated Truck,N2,7875
Goats,3504,livestock,Livestock Truck,N2,9713
Goats,539,livestock,Mini Livestock Truck,N1,1355
Eggs,5332,perishable goods,Refrigerated Truck,N2,8512
Rice,331,crops,Multicab,N1,1255
Leafy Greens,1888,perishable goods,Refrigerated Truck,N2,4818
Frozen Fish,8444,perishable goods,Refrigerated Truck,N2,9703
Fruits,6044,crops,Elf Truck,N2,8215
Pigs,16550,livestock,Heavy Livestock Trailer,N3,17828
Rice,4410,crops,Elf Truck,N2,6882
Cows,459,livestock,Heavy Livestock Trailer,N3,15394
Pigs,2309,livestock,Mini Livestock Truck,N1,2887
Goats,7174,livestock,Heavy Livestock Trailer,N3,19867
Goats,7224,livestock,Heavy Livestock Trailer,N3,13913
Chickens,828,livestock,Mini Livestock Truck,N1,1572
Leafy Greens,4983,perishable goods,Refrigerated Truck,N2,11588
Pigs,8453,livestock,Heavy Livestock Trailer,N3,15626
Vegetables,284,crops,Multicab,N1,3138
Cows,6896,livestock,Heavy Livestock Trailer,N3,13241
Goats,516,livestock,Heavy Livestock Trailer,N3,16024
Pigs,1045,livestock,Livestock Truck,N2,8123
Rice,598,crops,Tricycle,L1,691
Rice,4394,crops,Elf Truck,N2,10135
Eggs,720,perishable goods,Refrigerated Van,N1,2535
Chickens,1315,livestock,Mini Livestock Truck,N1,2183
Eggs,3203,perishable goods,Refrigerated Truck,N2,8213
Eggs,1930,perishable goods,Refrigerated Van,N1,2994
Fruits,155,crops,Tricycle,L1,297
Vegetables,1677,crops,Multicab,N1,2510
Frozen Fish,2775,perishable goods,Refrigerated Truck,N2,4374
Corn,225,crops,Tricycle,L1,362
Rice,117,crops,Tricycle,L1,235
Rice,1696,crops,Multicab,N1,1922
Eggs,1378,perishable goods,Refrigerated Van,N1,3034
Fruits,2540,crops,Multicab,N1,2893
Leafy Greens,1231,perishable goods,Refrigerated Truck,N2,4591
Goats,7980,livestock,Heavy Livestock Trailer,N3,14002
Corn,617,crops,Tricycle,L1,943
Meat,1625,perishable goods,Refrigerated Truck,N2,7551
Rice,1585,crops,Multicab,N1,2975
Cows,13424,livestock,Heavy Livestock Trailer,N3,13627
Goats,5741,livestock,Livestock Truck,N2,6655
Pigs,3665,livestock,Livestock Truck,N2,6741
Corn,2441,crops,Elf Truck,N2,7534
Cows,2030,livestock,Livestock Truck,N2,5967
Pigs,1224,livestock,Mini Livestock Truck,N1,3265
Frozen Fish,3517,perishable goods,Refrigerated Truck,N2,10517
Corn,209,crops,Multicab,N1,1929
Pigs,268,livestock,Mini Livestock Truck,N1,1342
Pigs,8037,livestock,Livestock Truck,N2,10093
Vegetables,206,crops,Tricycle,L1,381
Frozen Fish,6582,perishable goods,Refrigerated Truck,N2,7213
Fruits,2083,crops,Multicab,N1,3392
Goats,158,livestock,Mini Livestock Truck,N1,1396
Meat,2725,perishable goods,Refrigerated Truck,N2,5423
Chickens,2750,livestock,Mini Livestock Truck,N1,2770
Fruits,428,crops,Tricycle,L1,576
Rice,416,crops,Tricycle,L1,896
Fruits,3170,crops,Multicab,N1,3500
Fruits,3876,crops,Elf Truck,N2,5386
Eggs,1769,perishable goods,Refrigerated Van,N1,2190
Meat,4893,perishable goods,Refrigerated Truck,N2,7528
Rice,112,crops,Tricycle,L1,273
Rice,7274,crops,Elf Truck,N2,8590
Cows,7345,livestock,Heavy Livestock Trailer,N3,19002
Meat,10837,perishable goods,Refrigerated Truck,N2,11439
Fruits,343,crops,Multicab,N1,2790
Corn,1476,crops,Multicab,N1,2877
Frozen Fish,1600,perishable goods,Refrigerated Van,N1,2843
Fruits,4757,crops,10-Wheeler Truck,N3,14073
Cows,1258,livestock,Mini Livestock Truck,N1,3466
Pigs,12084,livestock,Heavy Livestock Trailer,N3,19157
Eggs,774,perishable goods,Refrigerated Van,N1,1089
Chickens,13956,livestock,Heavy Livestock Trailer,N3,16617
Meat,1452,perishable goods,Refrigerated Van,N1,2081
Corn,483,crops,Tricycle,L1,694
Fruits,395,crops,Multicab,N1,1566
Cows,1001,livestock,Mini Livestock Truck,N1,1438
Rice,5039,crops,10-Wheeler Truck,N3,14722
Rice,3022,crops,Elf Truck,N2,4685
Fruits,105,crops,Tricycle,L1,117
Frozen Fish,9130,perishable goods,Refrigerated Truck,N2,10696
Frozen Fish,2054,perishable goods,Refrigerated Van,N1,2951
Corn,5773,crops,Elf Truck,N2,10265
Chickens,716,livestock,Mini Livestock Truck,N1,2223
Rice,903,crops,Tricycle,L1,903
Corn,4433,crops,Elf Truck,N2,4737
Fruits,1235,crops,Multicab,N1,1538
Vegetables,295,crops,Multicab,N1,1024
Meat,1505,perishable goods,Refrigerated Van,N1,2603
Eggs,481,perishable goods,Refrigerated Truck,N2,10549
Cows,826,livestock,Mini Livestock Truck,N1,1424
Goats,1605,livestock,Mini Livestock Truck,N1,3190
Chickens,11899,livestock,Heavy Livestock Trailer,N3,16315
Pigs,784,livestock,Heavy Livestock Trailer,N3,16517
Eggs,1069,perishable goods,Refrigerated Van,N1,1268
Frozen Fish,2619,perishable goods,Refrigerated Truck,N2,4890
Rice,2185,crops,Elf Truck,N2,7222
Fruits,140,crops,Elf Truck,N2,11273
Goats,9004,livestock,Livestock Truck,N2,11880
Goats,2817,livestock,Livestock Truck,N2,11234
Frozen Fish,1455,perishable goods,Refrigerated Van,N1,1704
Meat,3675,perishable goods,Refrigerated Truck,N2,8846
Eggs,2588,perishable goods,Refrigerated Truck,N2,11039
Eggs,6907,perishable goods,Refrigerated Truck,N2,11912
Rice,776,crops,Multicab,N1,1239
Frozen Fish,5090,perishable goods,Refrigerated Truck,N2,6111
Vegetables,1724,crops,Multicab,N1,2473
Chickens,18632,livestock,Heavy Livestock Trailer,N3,19977
Pigs,3493,livestock,Livestock Truck,N2,7139
Fruits,115,crops,Tricycle,L1,164
Goats,5691,livestock,Livestock Truck,N2,11999
Vegetables,784,crops,Multicab,N1,2597
Goats,8084,livestock,Heavy Livestock Trailer,N3,18844
Eggs,5941,perishable goods,Refrigerated Truck,N2,11639
Fruits,343,crops,Tricycle,L1,477
Vegetables,944,crops,Elf Truck,N2,4226
Vegetables,2530,crops,10-Wheeler Truck,N3,17105
Leafy Greens,2028,perishable goods,Refrigerated Van,N1,2459
Rice,1509,crops,Multicab,N1,2715
Cows,1435,livestock,Mini Livestock Truck,N1,2410
Corn,2627,crops,Elf Truck,N2,7990
Pigs,2345,livestock,Heavy Livestock Trailer,N3,16636
Corn,363,crops,Tricycle,L1,415
Chickens,1129,livestock,Mini Livestock Truck,N1,2804
Eggs,1712,perishable goods,Refrigerated Van,N1,3369
Corn,363,crops,Tricycle,L1,828
Fruits,6249,crops,Elf Truck,N2,9573
Fruits,127,crops,Tricycle,L1,208
Eggs,8001,perishable goods,Refrigerated Truck,N2,8653
Chickens,6700,livestock,Heavy Livestock Trailer,N3,12806
Pigs,10624,livestock,Livestock Truck,N2,11439
Fruits,4179,crops,Elf Truck,N2,4706
Rice,158,crops,Tricycle,L1,162
Rice,486,crops,Multicab,N1,2101
Goats,2917,livestock,Heavy Livestock Trailer,N3,12711
Corn,4054,crops,Elf Truck,N2,7864
Eggs,2436,perishable goods,Refrigerated Van,N1,2515
Fruits,151,crops,Multicab,N1,3433
Rice,2643,crops,Elf Truck,N2,4026
Vegetables,341,crops,Tricycle,L1,823
Pigs,503,livestock,Mini Livestock Truck,N1,2154
Leafy Greens,9918,perishable goods,Refrigerated Truck,N2,10696
Rice,651,crops,Multicab,N1,1690
Rice,302,crops,Tricycle,L1,786
Pigs,10033,livestock,Heavy Livestock Trailer,N3,16172
Goats,1176,livestock,Livestock Truck,N2,6510
Fruits,520,crops,Tricycle,L1,570
Meat,873,perishable goods,Refrigerated Van,N1,1601
Frozen Fish,5724,perishable goods,Refrigerated Truck,N2,9072
Corn,410,crops,Tricycle,L1,472
Vegetables,3761,crops,Elf Truck,N2,7641
Cows,198,livestock,Mini Livestock Truck,N1,1711
Chickens,1728,livestock,Mini Livestock Truck,N1,1910
Fruits,640,crops,Tricycle,L1,861
Vegetables,477,crops,Multicab,N1,2112
Goats,1188,livestock,Mini Livestock Truck,N1,3441
Cows,1375,livestock,Mini Livestock Truck,N1,1567
Eggs,926,perishable goods,Refrigerated Van,N1,2603
Rice,457,crops,Tricycle,L1,580
Corn,890,crops,Multicab,N1,1099
Cows,282,livestock,Mini Livestock Truck,N1,1615
Rice,11469,crops,Elf Truck,N2,11778
Frozen Fish,524,perishable goods,Refrigerated Van,N1,1330
Eggs,575,perishable goods,Refrigerated Van,N1,1293
Vegetables,2947,crops,Elf Truck,N2,9333
Pigs,12138,livestock,Heavy Livestock Trailer,N3,13838
Leafy Greens,1020,perishable goods,Refrigerated Van,N1,1762
Meat,1018,perishable goods,Refrigerated Van,N1,3386
Corn,107,crops,Tricycle,L1,123
Rice,733,crops,Elf Truck,N2,8572
Frozen Fish,7711,perishable goods,Refrigerated Truck,N2,11684
Cows,1167,livestock,Mini Livestock Truck,N1,2819
Pigs,3636,livestock,Heavy Livestock Trailer,N3,16602
Corn,817,crops,Multicab,N1,1071
Corn,614,crops,Tricycle,L1,651
Chickens,2833,livestock,Mini Livestock Truck,N1,2914
Frozen Fish,2229,perishable goods,Refrigerated Truck,N2,3781
Eggs,2684,perishable goods,Refrigerated Truck,N2,7015
Vegetables,13157,crops,10-Wheeler Truck,N3,14900
Vegetables,249,crops,Tricycle,L1,456
Fruits,686,crops,Multicab,N1,2763
Meat,965,perishable goods,Refrigerated Truck,N2,4119
Pigs,1440,livestock,Mini Livestock Truck,N1,1920
Meat,6844,perishable goods,Refrigerated Truck,N2,11662
Leafy Greens,1258,perishable goods,Refrigerated Van,N1,1746
Frozen Fish,3183,perishable goods,Refrigerated Truck,N2,11137
Cows,1039,livestock,Livestock Truck,N2,4487
Fruits,3890,crops,10-Wheeler Truck,N3,13622
Meat,670,perishable goods,Refrigerated Truck,N2,5432
Goats,711,livestock,Mini Livestock Truck,N1,1368
Fruits,2637,crops,Multicab,N1,3198
Pigs,118,livestock,Livestock Truck,N2,9430
Chickens,12373,livestock,Heavy Livestock Trailer,N3,19145
Meat,993,perishable goods,Refrigerated Van,N1,1363
Frozen Fish,4198,perishable goods,Refrigerated Truck,N2,8371
Frozen Fish,1196,perishable goods,Refrigerated Van,N1,2198
Pigs,8318,livestock,Heavy Livestock Trailer,N3,15839
Rice,5935,crops,10-Wheeler Truck,N3,16058
Goats,10637,livestock,Heavy Livestock Trailer,N3,18916
Corn,7461,crops,Elf Truck,N2,8164
Goats,6461,livestock,Heavy Livestock Trailer,N3,19135
Corn,480,crops,Tricycle,L1,697
Goats,1038,livestock,Livestock Truck,N2,4649
Cows,1337,livestock,Mini Livestock Truck,N1,1989
Vegetables,189,crops,Multicab,N1,1390
Vegetables,8196,crops,Elf Truck,N2,11389
Corn,6685,crops,10-Wheeler Truck,N3,18957
Rice,6016,crops,10-Wheeler Truck,N3,15314
Frozen Fish,199,perishable goods,Refrigerated Van,N1,1061
Eggs,8389,perishable goods,Refrigerated Truck,N2,10518
Goats,1501,livestock,Mini Livestock Truck,N1,1965
Goats,9652,livestock,Heavy Livestock Trailer,N3,18988
Goats,1389,livestock,Livestock Truck,N2,11390
Cows,5282,livestock,Livestock Truck,N2,5477
Chickens,261,livestock,Mini Livestock Truck,N1,3419
Meat,237,perishable goods,Refrigerated Truck,N2,4135
Vegetables,1814,crops,Elf Truck,N2,9403
Pigs,5626,livestock,Livestock Truck,N2,5936
Leafy Greens,771,perishable goods,Refrigerated Van,N1,2451
Pigs,4793,livestock,Livestock Truck,N2,10790
Meat,260,perishable goods,Refrigerated Truck,N2,6019
Leafy Greens,647,perishable goods,Refrigerated Van,N1,3122
Rice,849,crops,Multicab,N1,1118
Meat,956,perishable goods,Refrigerated Van,N1,1696
Goats,1671,livestock,Mini Livestock Truck,N1,2082
Goats,2522,livestock,Livestock Truck,N2,11475
Pigs,1568,livestock,Livestock Truck,N2,7555
Goats,474,livestock,Mini Livestock Truck,N1,2026
Chickens,14504,livestock,Heavy Livestock Trailer,N3,17529
Vegetables,4267,crops,Elf Truck,N2,10383
Corn,3202,crops,Elf Truck,N2,4782
Chickens,1376,livestock,Mini Livestock Truck,N1,2053
Fruits,2069,crops,Multicab,N1,3457
Eggs,161,perishable goods,Refrigerated Van,N1,1973
Rice,1103,crops,Multicab,N1,3053
Pigs,2570,livestock,Mini Livestock Truck,N1,3344
Chickens,4460,livestock,Heavy Livestock Trailer,N3,13513
Chickens,1514,livestock,Mini Livestock Truck,N1,3073
Meat,5337,perishable goods,Refrigerated Truck,N2,9408
Chickens,14623,livestock,Heavy Livestock Trailer,N3,15003
Meat,660,perishable goods,Refrigerated Van,N1,1920
Leafy Greens,636,perishable goods,Refrigerated Van,N1,1457
Corn,2067,crops,Multicab,N1,2371
Vegetables,467,crops,Tricycle,L1,811
Vegetables,443,crops,Tricycle,L1,533
Chickens,6158,livestock,Heavy Livestock Trailer,N3,16060
Rice,566,crops,Multicab,N1,2472
Vegetables,756,crops,Multicab,N1,1390
Eggs,346,perishable goods,Refrigerated Van,N1,1086
Meat,4033,perishable goods,Refrigerated Truck,N2,11660
Corn,1704,crops,Elf Truck,N2,7658
Goats,6425,livestock,Heavy Livestock Trailer,N3,12816
Meat,1516,perishable goods,Refrigerated Van,N1,1688
Eggs,1339,perishable goods,Refrigerated Truck,N2,10993
Frozen Fish,5328,perishable goods,Refrigerated Truck,N2,8783
Pigs,13944,livestock,Heavy Livestock Trailer,N3,17713
Frozen Fish,2720,perishable goods,Refrigerated Truck,N2,11087
Corn,217,crops,Tricycle,L1,284
Leafy Greens,4062,perishable goods,Refrigerated Truck,N2,4875
Leafy Greens,2447,perishable goods,Refrigerated Van,N1,2840
Cows,2743,livestock,Heavy Livestock Trailer,N3,14733
Pigs,2212,livestock,Mini Livestock Truck,N1,2393
Frozen Fish,1108,perishable goods,Refrigerated Van,N1,1923
Meat,923,perishable goods,Refrigerated Truck,N2,7289
Fruits,292,crops,Tricycle,L1,500
Meat,3680,perishable goods,Refrigerated Truck,N2,6728
Frozen Fish,473,perishable goods,Refrigerated Truck,N2,9372
Vegetables,394,crops,Tricycle,L1,668
Cows,4548,livestock,Livestock Truck,N2,9550
Frozen Fish,4018,perishable goods,Refrigerated Truck,N2,4276
Corn,1196,crops,Multicab,N1,1407
Meat,2685,perishable goods,Refrigerated Truck,N2,11251
Meat,2483,perishable goods,Refrigerated Truck,N2,7730
Fruits,340,crops,Tricycle,L1,409
Chickens,841,livestock,Mini Livestock Truck,N1,2359
Chickens,1810,livestock,Mini Livestock Truck,N1,2182
Goats,4159,livestock,Heavy Livestock Trailer,N3,16043
Pigs,2571,livestock,Livestock Truck,N2,5107
Chickens,1852,livestock,Mini Livestock Truck,N1,2267
Pigs,455,livestock,Mini Livestock Truck,N1,2879
Goats,1141,livestock,Livestock Truck,N2,4245
Fruits,10148,crops,10-Wheeler Truck,N3,12757
Rice,2387,crops,Multicab,N1,2514
Cows,9207,livestock,Heavy Livestock Trailer,N3,18306
Rice,521,crops,Tricycle,L1,535
Cows,4569,livestock,Livestock Truck,N2,7888
Leafy Greens,2577,perishable goods,Refrigerated Truck,N2,8174
Meat,4705,perishable goods,Refrigerated Truck,N2,5393
Frozen Fish,524,perishable goods,Refrigerated Van,N1,3164
Eggs,349,perishable goods,Refrigerated Van,N1,2548
Fruits,842,crops,Multicab,N1,1907
Cows,13729,livestock,Heavy Livestock Trailer,N3,17046
Leafy Greens,938,perishable goods,Refrigerated Van,N1,1428
Goats,9236,livestock,Livestock Truck,N2,11802
Cows,7290,livestock,Livestock Truck,N2,9450
Pigs,2067,livestock,Livestock Truck,N2,4694
Pigs,1117,livestock,Mini Livestock Truck,N1,1461
Meat,307,perishable goods,Refrigerated Truck,N2,5392
Chickens,1150,livestock,Mini Livestock Truck,N1,2413
Leafy Greens,1165,perishable goods,Refrigerated Truck,N2,6560
Frozen Fish,443,perishable goods,Refrigerated Van,N1,1443
Corn,645,crops,Multicab,N1,3481
Frozen Fish,4307,perishable goods,Refrigerated Truck,N2,11427
Meat,7303,perishable goods,Refrigerated Truck,N2,7426
Chickens,1567,livestock,Mini Livestock Truck,N1,1699
Fruits,5735,crops,Elf Truck,N2,10577
Cows,2078,livestock,Livestock Truck,N2,8524
Corn,1921,crops,Multicab,N1,2886
Leafy Greens,6740,perishable goods,Refrigerated Truck,N2,8410
Corn,678,crops,Tricycle,L1,993
Meat,2424,perishable goods,Refrigerated Truck,N2,7263
Pigs,2942,livestock,Mini Livestock Truck,N1,3413
Leafy Greens,8747,perishable goods,Refrigerated Truck,N2,11584
Goats,678,livestock,Mini Livestock Truck,N1,1660
Cows,10917,livestock,Heavy Livestock Trailer,N3,19840
Fruits,6638,crops,Elf Truck,N2,10258
Eggs,5181,perishable goods,Refrigerated Truck,N2,10345
Pigs,1640,livestock,Livestock Truck,N2,5199
Corn,517,crops,Tricycle,L1,601
Chickens,1222,livestock,Mini Livestock Truck,N1,1733
Goats,2099,livestock,Livestock Truck,N2,8450
Cows,448,livestock,Mini Livestock Truck,N1,3309
Pigs,4133,livestock,Heavy Livestock Trailer,N3,13609
Corn,508,crops,Multicab,N1,1327
Goats,7755,livestock,Livestock Truck,N2,10232
Eggs,571,perishable goods,Refrigerated Truck,N2,5014
Frozen Fish,374,perishable goods,Refrigerated Truck,N2,4857
Fruits,1028,crops,Elf Truck,N2,11213
Pigs,6511,livestock,Livestock Truck,N2,7648
Goats,1590,livestock,Mini Livestock Truck,N1,2305
Meat,3945,perishable goods,Refrigerated Truck,N2,4074
