Product Type,Product Weight (kg),Purpose,Vehicle Type,Vehicle Category,maxWeightCapacity
Pigs,7534,crops,Elf Truck,N2,5020
Vegetables,3591,perishable crops,Refrigerated Truck,N2,9672
Goats,8444,crops,Elf Truck,N2,6304
Corn,13846,livestock,Heavy Livestock Trailer,N3,17853
Cows,15455,livestock,Heavy Livestock Trailer,N3,14045
Goats,8844,livestock,Livestock Truck,N2,6210
Goats,16585,crops,10-Wheeler Truck,N3,13581
Cows,10635,livestock,Livestock Truck,N2,6317
Goats,3734,livestock,Livestock Truck,N2,11814
Goats,8103,livestock,Livestock Truck,N2,9092
Corn,6303,livestock,Livestock Truck,N2,6142
Rice,6974,livestock,Livestock Truck,N2,9989
Goats,8868,crops,Elf Truck,N2,6921
Pigs,11122,livestock,Livestock Truck,N2,11572
Fruits,9620,perishable crops,Refrigerated Truck,N2,10211
Fruits,8804,perishable crops,Refrigerated Truck,N2,9947
Rice,8709,perishable crops,Refrigerated Truck,N2,6817
Leafy Greens,13249,crops,10-Wheeler Truck,N3,14425
Fruits,12741,crops,Container Truck,N3,19754
Vegetables,11555,perishable crops,Refrigerated Truck,N2,9030
Frozen Fish,14527,crops,Container Truck,N3,17401
Fruits,7484,perishable crops,Refrigerated Truck,N2,11256
Meat,957,perishable crops,Refrigerated Van,N1,1651
Leafy Greens,12738,livestock,Heavy Livestock Trailer,N3,16456
Fruits,7868,perishable crops,Refrigerated Truck,N2,8615
Rice,11795,livestock,Livestock Truck,N2,5033
Fruits,8519,livestock,Livestock Truck,N2,7043
Fruits,15243,crops,10-Wheeler Truck,N3,13094
Rice,12712,crops,Container Truck,N3,17303
Pigs,1559,livestock,Mini Livestock Truck,N1,3008
Vegetables,6891,crops,Elf Truck,N2,6443
Frozen Fish,7055,perishable crops,Refrigerated Truck,N2,11183
Leafy Greens,3374,crops,Open Truck,N1,2317
Vegetables,16524,crops,10-Wheeler Truck,N3,13936
Meat,4498,perishable crops,Refrigerated Truck,N2,6226
Leafy Greens,5338,crops,Elf Truck,N2,7529
Meat,14374,crops,10-Wheeler Truck,N3,14666
Leafy Greens,643,crops,Pickup Truck,N1,1793
Rice,16180,crops,Container Truck,N3,17415
Eggs,13668,crops,10-Wheeler Truck,N3,13419
Corn,2526,crops,Multicab,N1,1269
Leafy Greens,6204,perishable crops,Refrigerated Truck,N2,6770
Goats,4148,crops,Elf Truck,N2,4060
Frozen Fish,6896,crops,Elf Truck,N2,4747
Vegetables,2142,livestock,Mini Livestock Truck,N1,3391
Vegetables,4992,perishable crops,Refrigerated Truck,N2,6135
Goats,203,crops,Motorcycle with Sidecar,L,325
Cows,7398,livestock,Livestock Truck,N2,6411
Corn,1583,crops,Open Truck,N1,2841
Leafy Greens,10561,crops,Elf Truck,N2,7932
Cows,5453,perishable crops,Refrigerated Truck,N2,7152
Frozen Fish,8720,crops,Elf Truck,N2,4146
Corn,16863,livestock,Heavy Livestock Trailer,N3,14430
Vegetables,10099,perishable crops,Refrigerated Truck,N2,6252
Cows,3364,crops,Multicab,N1,862
Cows,5285,perishable crops,Refrigerated Truck,N2,11994
Leafy Greens,14669,crops,10-Wheeler Truck,N3,13582
Fruits,8749,crops,Elf Truck,N2,4876
Corn,13897,crops,10-Wheeler Truck,N3,13552
Cows,10366,perishable crops,Refrigerated Truck,N2,9484
Fruits,5322,livestock,Livestock Truck,N2,6273
Vegetables,7868,perishable crops,Refrigerated Truck,N2,9097
Vegetables,2578,livestock,Mini Livestock Truck,N1,1886
Meat,8788,crops,Elf Truck,N2,6103
Goats,11869,perishable crops,Refrigerated Truck,N2,6019
Meat,17178,crops,Container Truck,N3,17237
Goats,11704,perishable crops,Refrigerated Truck,N2,7848
Goats,11239,crops,Elf Truck,N2,5995
Pigs,15749,crops,Container Truck,N3,18574
Goats,3683,perishable crops,Refrigerated Truck,N2,10459
Eggs,14942,crops,Container Truck,N3,17449
Corn,4080,livestock,Livestock Truck,N2,7886
Cows,5908,perishable crops,Refrigerated Truck,N2,7057
Chickens,8977,crops,Elf Truck,N2,5013
Pigs,7406,crops,Elf Truck,N2,6850
Vegetables,6993,livestock,Livestock Truck,N2,7073
Rice,3070,perishable crops,Refrigerated Van,N1,2334
Frozen Fish,1415,crops,Open Truck,N1,1969
Vegetables,8403,perishable crops,Refrigerated Truck,N2,9170
Cows,15069,crops,Container Truck,N3,16381
Eggs,4808,livestock,Livestock Truck,N2,6242
Leafy Greens,3230,crops,Multicab,N1,722
Leafy Greens,6013,livestock,Livestock Truck,N2,7378
Frozen Fish,6121,perishable crops,Refrigerated Truck,N2,10857
Meat,15664,crops,10-Wheeler Truck,N3,14224
Goats,11289,crops,Elf Truck,N2,5323
Chickens,816,crops,Multicab,N1,715
Vegetables,16084,livestock,Heavy Livestock Trailer,N3,16324
Corn,4854,crops,Elf Truck,N2,4077
Chickens,8813,perishable crops,Refrigerated Truck,N2,7149
Chickens,12762,livestock,Heavy Livestock Trailer,N3,17480
Cows,17046,crops,Container Truck,N3,19563
Pigs,6099,crops,Elf Truck,N2,5413
Frozen Fish,17486,crops,10-Wheeler Truck,N3,14611
Eggs,2018,crops,Delivery Van,N1,1497
Leafy Greens,4011,livestock,Livestock Truck,N2,10487
Eggs,5439,livestock,Livestock Truck,N2,7286
Fruits,11556,perishable crops,Refrigerated Truck,N2,11686
Goats,3618,crops,Elf Truck,N2,5776
Pigs,187,crops,Tricycle,L,229
Rice,15954,livestock,Heavy Livestock Trailer,N3,16289
Cows,15840,crops,10-Wheeler Truck,N3,13019
Fruits,15447,crops,10-Wheeler Truck,N3,14731
Pigs,8264,crops,Elf Truck,N2,5719
Rice,1156,livestock,Mini Livestock Truck,N1,3479
Fruits,6413,perishable crops,Refrigerated Truck,N2,11048
Vegetables,10578,perishable crops,Refrigerated Truck,N2,7235
Frozen Fish,10173,livestock,Livestock Truck,N2,5219
Corn,4359,crops,Elf Truck,N2,7086
Cows,12019,livestock,Heavy Livestock Trailer,N3,14905
Vegetables,16480,crops,Container Truck,N3,19430
Vegetables,5235,crops,Elf Truck,N2,5576
Fruits,5339,perishable crops,Refrigerated Truck,N2,10855
Rice,2471,crops,Pickup Truck,N1,1922
Vegetables,5614,perishable crops,Refrigerated Truck,N2,8710
Chickens,14085,crops,Container Truck,N3,18259
Meat,8419,perishable crops,Refrigerated Truck,N2,7646
Cows,9457,crops,Elf Truck,N2,7454
Leafy Greens,17991,crops,10-Wheeler Truck,N3,13370
Vegetables,9190,perishable crops,Refrigerated Truck,N2,9311
Leafy Greens,7442,crops,Elf Truck,N2,6382
Eggs,4927,crops,Elf Truck,N2,5659
Leafy Greens,9270,livestock,Livestock Truck,N2,8899
Rice,14209,crops,Container Truck,N3,17522
Corn,14089,crops,10-Wheeler Truck,N3,14050
Frozen Fish,14541,crops,10-Wheeler Truck,N3,13719
Rice,8197,perishable crops,Refrigerated Truck,N2,8215
Goats,9652,perishable crops,Refrigerated Truck,N2,7192
Frozen Fish,14887,crops,10-Wheeler Truck,N3,14615
Leafy Greens,14223,crops,Container Truck,N3,15801
Cows,12225,livestock,Heavy Livestock Trailer,N3,16454
Vegetables,4852,perishable crops,Refrigerated Truck,N2,7618
Meat,9448,livestock,Livestock Truck,N2,8404
Vegetables,13044,crops,Container Truck,N3,17948
Chickens,7099,livestock,Livestock Truck,N2,7067
Goats,4815,crops,Elf Truck,N2,6453
Cows,10603,livestock,Livestock Truck,N2,10685
Vegetables,14819,crops,10-Wheeler Truck,N3,14096
Meat,17026,livestock,Heavy Livestock Trailer,N3,15304
Rice,267,crops,Motorcycle with Sidecar,L,539
Pigs,12459,livestock,Heavy Livestock Trailer,N3,16367
Frozen Fish,4433,perishable crops,Refrigerated Truck,N2,7152
Cows,17490,livestock,Heavy Livestock Trailer,N3,16318
Frozen Fish,560,crops,Tricycle,L,537
Chickens,1689,crops,Multicab,N1,1261
Fruits,5337,livestock,Livestock Truck,N2,10878
Cows,1371,perishable crops,Refrigerated Van,N1,2491
Vegetables,14731,livestock,Heavy Livestock Trailer,N3,14473
Rice,1642,crops,Pickup Truck,N1,1946
Vegetables,5973,crops,Elf Truck,N2,7167
Goats,2738,crops,Multicab,N1,745
Goats,10253,livestock,Livestock Truck,N2,5460
Pigs,5293,livestock,Livestock Truck,N2,6453
Meat,17768,crops,Container Truck,N3,19064
Cows,6353,perishable crops,Refrigerated Truck,N2,10454
Fruits,5737,crops,Elf Truck,N2,5353
Cows,5073,livestock,Livestock Truck,N2,5383
Leafy Greens,1797,crops,Multicab,N1,1305
Rice,15086,crops,10-Wheeler Truck,N3,13831
Vegetables,13024,crops,Container Truck,N3,18758
Chickens,4154,livestock,Livestock Truck,N2,7948
Pigs,14331,crops,Container Truck,N3,18882
Leafy Greens,8404,perishable crops,Refrigerated Truck,N2,11836
Leafy Greens,3197,livestock,Mini Livestock Truck,N1,3381
Pigs,13003,crops,Container Truck,N3,16019
Cows,17903,crops,10-Wheeler Truck,N3,14132
Frozen Fish,2591,livestock,Mini Livestock Truck,N1,2877
Eggs,12590,crops,Container Truck,N3,17593
Leafy Greens,1478,livestock,Mini Livestock Truck,N1,2687
Vegetables,13278,crops,Container Truck,N3,19116
Vegetables,6452,crops,Elf Truck,N2,5622
Frozen Fish,13917,crops,Container Truck,N3,18424
Goats,10707,livestock,Livestock Truck,N2,5324
Rice,6243,perishable crops,Refrigerated Truck,N2,11548
Pigs,2798,crops,Multicab,N1,1095
Corn,10746,livestock,Livestock Truck,N2,10823
Leafy Greens,2074,crops,Pickup Truck,N1,1047
Frozen Fish,11963,livestock,Livestock Truck,N2,9018
Rice,12476,crops,10-Wheeler Truck,N3,13745
Vegetables,982,crops,Pickup Truck,N1,1787
Leafy Greens,9540,crops,Elf Truck,N2,5098
Rice,5955,crops,Elf Truck,N2,7033
Corn,5094,crops,Elf Truck,N2,5095
Chickens,7757,crops,Elf Truck,N2,5209
Chickens,4730,crops,Elf Truck,N2,5010
Goats,8363,crops,Elf Truck,N2,6723
Vegetables,12338,livestock,Heavy Livestock Trailer,N3,15070
Eggs,17245,crops,10-Wheeler Truck,N3,13194
Meat,17616,livestock,Heavy Livestock Trailer,N3,17367
Fruits,16893,crops,10-Wheeler Truck,N3,14326
Meat,8088,crops,Elf Truck,N2,4475
Fruits,4645,perishable crops,Refrigerated Truck,N2,7689
Cows,8284,livestock,Livestock Truck,N2,5885
Corn,10602,perishable crops,Refrigerated Truck,N2,7911
Chickens,9045,perishable crops,Refrigerated Truck,N2,8640
Goats,5969,perishable crops,Refrigerated Truck,N2,10474
Chickens,8529,livestock,Livestock Truck,N2,10026
Fruits,6234,livestock,Livestock Truck,N2,5061
Corn,6398,perishable crops,Refrigerated Truck,N2,7530
Chickens,16253,crops,Container Truck,N3,17963
Vegetables,16991,crops,10-Wheeler Truck,N3,14542
Cows,17533,crops,10-Wheeler Truck,N3,13441
Rice,4273,crops,Elf Truck,N2,5319
Frozen Fish,7941,perishable crops,Refrigerated Truck,N2,11007
Corn,8499,perishable crops,Refrigerated Truck,N2,10229
Frozen Fish,11318,crops,Elf Truck,N2,5371
Frozen Fish,900,perishable crops,Refrigerated Van,N1,2514
Goats,15242,crops,Container Truck,N3,17558
Vegetables,9853,crops,Elf Truck,N2,5788
Corn,1313,crops,Delivery Van,N1,2696
Eggs,2683,livestock,Mini Livestock Truck,N1,1538
Eggs,14494,crops,Container Truck,N3,19449
Vegetables,1667,crops,Open Truck,N1,2938
Vegetables,13464,livestock,Heavy Livestock Trailer,N3,16476
Fruits,14262,livestock,Heavy Livestock Trailer,N3,17089
Frozen Fish,9952,livestock,Livestock Truck,N2,5934
Goats,4084,perishable crops,Refrigerated Truck,N2,11581
Corn,7130,livestock,Livestock Truck,N2,6111
Cows,14875,crops,10-Wheeler Truck,N3,14633
Rice,17341,crops,Container Truck,N3,19016
Pigs,15362,crops,10-Wheeler Truck,N3,14386
Fruits,10015,perishable crops,Refrigerated Truck,N2,7808
Meat,4120,perishable crops,Refrigerated Truck,N2,9781
Chickens,2737,crops,Multicab,N1,960
Leafy Greens,12430,crops,Container Truck,N3,19623
Rice,3759,livestock,Livestock Truck,N2,5997
Leafy Greens,17827,crops,10-Wheeler Truck,N3,14276
Vegetables,17618,crops,10-Wheeler Truck,N3,13538
Leafy Greens,10797,crops,Elf Truck,N2,4504
Goats,17993,crops,10-Wheeler Truck,N3,14444
Rice,11760,livestock,Livestock Truck,N2,6408
Pigs,582,crops,Tricycle,L,556
Frozen Fish,3684,livestock,Livestock Truck,N2,11796
Eggs,1077,crops,Open Truck,N1,1817
Rice,9909,crops,Elf Truck,N2,6769
Vegetables,8696,crops,Elf Truck,N2,7516
Fruits,5402,perishable crops,Refrigerated Truck,N2,7433
Goats,10145,perishable crops,Refrigerated Truck,N2,9528
Corn,6975,livestock,Livestock Truck,N2,10818
Meat,7043,livestock,Livestock Truck,N2,7450
Eggs,10948,livestock,Livestock Truck,N2,8554
Cows,3381,crops,Delivery Van,N1,2855
Fruits,9110,livestock,Livestock Truck,N2,7219
Goats,1699,perishable crops,Refrigerated Van,N1,2771
Goats,2129,crops,Multicab,N1,1165
Pigs,11009,crops,Elf Truck,N2,5760
Fruits,11031,livestock,Livestock Truck,N2,6634
Chickens,4051,crops,Elf Truck,N2,7030
Rice,17292,crops,Container Truck,N3,17744
Eggs,10289,crops,Elf Truck,N2,5870
Leafy Greens,14590,crops,Container Truck,N3,15633
Leafy Greens,2457,crops,Pickup Truck,N1,1157
Goats,5598,livestock,Livestock Truck,N2,5269
Meat,3126,crops,Delivery Van,N1,2826
Fruits,16119,crops,Container Truck,N3,15928
Vegetables,12696,livestock,Heavy Livestock Trailer,N3,14722
Eggs,14993,crops,Container Truck,N3,17454
Meat,16562,crops,Container Truck,N3,16971
Pigs,4742,perishable crops,Refrigerated Truck,N2,8638
Rice,14810,crops,10-Wheeler Truck,N3,14915
Fruits,5720,livestock,Livestock Truck,N2,11755
Cows,4006,perishable crops,Refrigerated Truck,N2,7052
Pigs,17638,crops,10-Wheeler Truck,N3,13443
Frozen Fish,6227,crops,Elf Truck,N2,7856
Leafy Greens,8334,livestock,Livestock Truck,N2,5398
Rice,3456,perishable crops,Refrigerated Van,N1,2342
Frozen Fish,3104,perishable crops,Refrigerated Van,N1,2834
Fruits,14999,crops,Container Truck,N3,19681
Goats,15059,crops,10-Wheeler Truck,N3,14614
Pigs,17288,livestock,Heavy Livestock Trailer,N3,14043
Fruits,16512,crops,Container Truck,N3,18067
Corn,9525,livestock,Livestock Truck,N2,8582
Goats,4670,livestock,Livestock Truck,N2,7038
Fruits,8746,livestock,Livestock Truck,N2,5740
Meat,8145,livestock,Livestock Truck,N2,11948
Meat,11085,perishable crops,Refrigerated Truck,N2,9200
Frozen Fish,13960,crops,10-Wheeler Truck,N3,14191
Vegetables,14738,livestock,Heavy Livestock Trailer,N3,14388
Corn,14643,livestock,Heavy Livestock Trailer,N3,15677
Corn,3194,livestock,Mini Livestock Truck,N1,3335
Corn,12301,crops,Container Truck,N3,16798
Meat,11631,crops,Elf Truck,N2,6329
Frozen Fish,17261,crops,Container Truck,N3,16868
Frozen Fish,8851,perishable crops,Refrigerated Truck,N2,9517
Corn,5188,perishable crops,Refrigerated Truck,N2,6304
Goats,320,crops,Motorcycle with Sidecar,L,552
Leafy Greens,14798,livestock,Heavy Livestock Trailer,N3,15276
Meat,12492,crops,10-Wheeler Truck,N3,13671
Cows,13374,crops,10-Wheeler Truck,N3,13785
Corn,297,crops,Tricycle,L,492
Frozen Fish,9989,crops,Elf Truck,N2,5942
Cows,13555,livestock,Heavy Livestock Trailer,N3,17171
Goats,2484,crops,Open Truck,N1,2518
Chickens,6294,perishable crops,Refrigerated Truck,N2,9907
Frozen Fish,6638,perishable crops,Refrigerated Truck,N2,9971
Cows,13960,livestock,Heavy Livestock Trailer,N3,15693
Fruits,6286,crops,Elf Truck,N2,4050
Leafy Greens,571,crops,Motorcycle with Sidecar,L,566
Eggs,9731,livestock,Livestock Truck,N2,7133
Meat,559,crops,Tricycle,L,474
Leafy Greens,9072,perishable crops,Refrigerated Truck,N2,10599
Chickens,4688,crops,Elf Truck,N2,6691
Eggs,4779,crops,Elf Truck,N2,7369
Eggs,9884,livestock,Livestock Truck,N2,6732
Corn,1768,crops,Multicab,N1,1208
Cows,2665,crops,Multicab,N1,732
Cows,13032,crops,10-Wheeler Truck,N3,14574
Leafy Greens,2705,perishable crops,Refrigerated Van,N1,1919
Frozen Fish,5535,crops,Elf Truck,N2,6893
Leafy Greens,869,perishable crops,Refrigerated Van,N1,1560
Rice,13248,livestock,Heavy Livestock Trailer,N3,17215
Goats,12376,crops,Container Truck,N3,17243
Leafy Greens,8545,livestock,Livestock Truck,N2,8718
Eggs,3040,perishable crops,Refrigerated Van,N1,2031
Frozen Fish,15837,crops,10-Wheeler Truck,N3,14978
Leafy Greens,12317,crops,10-Wheeler Truck,N3,14539
Eggs,14229,livestock,Heavy Livestock Trailer,N3,15038
Frozen Fish,3896,livestock,Livestock Truck,N2,10027
Vegetables,17069,livestock,Heavy Livestock Trailer,N3,15341
Corn,6070,livestock,Livestock Truck,N2,9014
Goats,17065,crops,10-Wheeler Truck,N3,13144
Rice,2278,crops,Open Truck,N1,2003
Eggs,14851,crops,Container Truck,N3,16762
Meat,14943,crops,Container Truck,N3,16497
Leafy Greens,17229,livestock,Heavy Livestock Trailer,N3,14449
Rice,12810,crops,10-Wheeler Truck,N3,13618
Goats,3714,crops,Elf Truck,N2,5735
Chickens,13794,crops,10-Wheeler Truck,N3,13025
Chickens,3136,crops,Open Truck,N1,2887
Cows,12708,crops,10-Wheeler Truck,N3,14525
Eggs,4718,crops,Elf Truck,N2,4979
Goats,5706,livestock,Livestock Truck,N2,10403
Vegetables,9160,livestock,Livestock Truck,N2,5451
Cows,6896,perishable crops,Refrigerated Truck,N2,6781
Pigs,5916,crops,Elf Truck,N2,4991
Fruits,14294,crops,Container Truck,N3,15700
Frozen Fish,6095,perishable crops,Refrigerated Truck,N2,11631
Vegetables,16765,crops,10-Wheeler Truck,N3,13859
Rice,6459,livestock,Livestock Truck,N2,11420
Leafy Greens,3287,crops,Delivery Van,N1,2992
Meat,10190,livestock,Livestock Truck,N2,7208
Chickens,13554,crops,Container Truck,N3,19294
Goats,3429,perishable crops,Refrigerated Van,N1,1789
Goats,3565,perishable crops,Refrigerated Truck,N2,11822
Vegetables,10683,crops,Elf Truck,N2,6689
Rice,9354,perishable crops,Refrigerated Truck,N2,7455
Meat,2029,crops,Multicab,N1,800
Frozen Fish,6630,livestock,Livestock Truck,N2,8685
Goats,5309,crops,Elf Truck,N2,4104
Eggs,17442,livestock,Heavy Livestock Trailer,N3,16435
Pigs,8818,perishable crops,Refrigerated Truck,N2,8403
Pigs,10434,livestock,Livestock Truck,N2,10031
Meat,11319,livestock,Livestock Truck,N2,9249
Frozen Fish,11400,perishable crops,Refrigerated Truck,N2,7555
Cows,11610,livestock,Livestock Truck,N2,11140
Eggs,17230,crops,10-Wheeler Truck,N3,13134
Corn,13375,livestock,Heavy Livestock Trailer,N3,15615
Eggs,7445,crops,Elf Truck,N2,6730
Corn,15233,livestock,Heavy Livestock Trailer,N3,16382
Chickens,11480,perishable crops,Refrigerated Truck,N2,9480
Rice,11176,crops,Elf Truck,N2,5125
Goats,13105,crops,Container Truck,N3,19773
Chickens,13262,crops,10-Wheeler Truck,N3,14742
Rice,3968,livestock,Livestock Truck,N2,11957
Meat,2262,crops,Delivery Van,N1,1363
Vegetables,11102,crops,Elf Truck,N2,4933
Leafy Greens,15879,livestock,Heavy Livestock Trailer,N3,17159
Cows,3030,perishable crops,Refrigerated Van,N1,2690
Leafy Greens,14242,livestock,Heavy Livestock Trailer,N3,16275
Fruits,13800,livestock,Heavy Livestock Trailer,N3,15089
Meat,14975,crops,Container Truck,N3,19607
Corn,1362,crops,Pickup Truck,N1,1495
Cows,8213,perishable crops,Refrigerated Truck,N2,10421
Vegetables,336,crops,Motorcycle with Sidecar,L,548
Corn,13559,crops,Container Truck,N3,19376
Corn,4734,perishable crops,Refrigerated Truck,N2,9027
Goats,6921,perishable crops,Refrigerated Truck,N2,8904
Corn,11571,livestock,Livestock Truck,N2,9096
Cows,9443,perishable crops,Refrigerated Truck,N2,6523
Fruits,1911,crops,Open Truck,N1,2991
Frozen Fish,12545,crops,Container Truck,N3,17279
Meat,16013,crops,10-Wheeler Truck,N3,14127
Cows,16941,crops,Container Truck,N3,17616
Chickens,5992,perishable crops,Refrigerated Truck,N2,10727
Chickens,10453,crops,Elf Truck,N2,4856
Rice,9534,perishable crops,Refrigerated Truck,N2,6949
Chickens,3261,crops,Multicab,N1,1429
Cows,17238,crops,10-Wheeler Truck,N3,14161
Goats,16663,crops,Container Truck,N3,19927
Fruits,8876,perishable crops,Refrigerated Truck,N2,11968
Fruits,8036,perishable crops,Refrigerated Truck,N2,8636
Vegetables,7690,crops,Elf Truck,N2,5090
Pigs,12413,crops,10-Wheeler Truck,N3,13547
Meat,9341,crops,Elf Truck,N2,6196
Chickens,11295,perishable crops,Refrigerated Truck,N2,10180
Leafy Greens,3545,livestock,Livestock Truck,N2,10420
Pigs,5595,perishable crops,Refrigerated Truck,N2,10145
Corn,9670,perishable crops,Refrigerated Truck,N2,8893
Vegetables,10502,livestock,Livestock Truck,N2,9340
Corn,1007,crops,Delivery Van,N1,1930
Eggs,11257,crops,Elf Truck,N2,6702
Fruits,13546,crops,Container Truck,N3,17428
Frozen Fish,13252,crops,10-Wheeler Truck,N3,13059
Rice,13313,crops,10-Wheeler Truck,N3,14304
Goats,8739,livestock,Livestock Truck,N2,5398
Vegetables,9835,livestock,Livestock Truck,N2,5161
Pigs,12104,livestock,Heavy Livestock Trailer,N3,15994
Pigs,11910,crops,Elf Truck,N2,6592
Vegetables,4856,crops,Elf Truck,N2,7758
Frozen Fish,16922,crops,10-Wheeler Truck,N3,14609
Pigs,8644,perishable crops,Refrigerated Truck,N2,10604
Goats,1211,livestock,Mini Livestock Truck,N1,1990
Cows,13471,crops,10-Wheeler Truck,N3,13041
Rice,16906,livestock,Heavy Livestock Trailer,N3,14550
Frozen Fish,9063,crops,Elf Truck,N2,6371
Vegetables,17047,crops,Container Truck,N3,18477
Pigs,17530,crops,10-Wheeler Truck,N3,14291
Vegetables,3849,crops,Elf Truck,N2,6513
Leafy Greens,7958,perishable crops,Refrigerated Truck,N2,6320
Pigs,12484,crops,Container Truck,N3,19879
Rice,11269,perishable crops,Refrigerated Truck,N2,9238
Cows,11750,livestock,Livestock Truck,N2,6640
Vegetables,4194,crops,Elf Truck,N2,7063
Rice,9562,livestock,Livestock Truck,N2,11480
Meat,4245,livestock,Livestock Truck,N2,11042
Goats,15524,livestock,Heavy Livestock Trailer,N3,14806
Frozen Fish,6625,livestock,Livestock Truck,N2,8928
Eggs,15237,livestock,Heavy Livestock Trailer,N3,16563
Pigs,10724,livestock,Livestock Truck,N2,9245
Chickens,8132,livestock,Livestock Truck,N2,11243
Frozen Fish,11715,perishable crops,Refrigerated Truck,N2,11049
Fruits,10011,crops,Elf Truck,N2,4567
Rice,12865,livestock,Heavy Livestock Trailer,N3,14883
Cows,7494,livestock,Livestock Truck,N2,8237
Meat,15045,livestock,Heavy Livestock Trailer,N3,17037
Rice,2885,crops,Pickup Truck,N1,1681
Eggs,12536,crops,Container Truck,N3,17686
Leafy Greens,2036,crops,Delivery Van,N1,1908
Cows,11407,crops,Elf Truck,N2,6308
Vegetables,2183,crops,Open Truck,N1,1608
Rice,16079,livestock,Heavy Livestock Trailer,N3,16937
Corn,6616,livestock,Livestock Truck,N2,7736
Vegetables,15131,crops,Container Truck,N3,15422
Goats,13090,crops,10-Wheeler Truck,N3,13225
Leafy Greens,14775,crops,Container Truck,N3,15348
Vegetables,3632,perishable crops,Refrigerated Truck,N2,8889
Pigs,9495,perishable crops,Refrigerated Truck,N2,9807
Eggs,7250,crops,Elf Truck,N2,4753
Cows,1188,crops,Open Truck,N1,1756
Meat,5128,livestock,Livestock Truck,N2,8616
Eggs,1762,crops,Open Truck,N1,2501
Frozen Fish,17943,livestock,Heavy Livestock Trailer,N3,14666
Corn,10756,perishable crops,Refrigerated Truck,N2,6813
Corn,194,crops,Motorcycle with Sidecar,L,495
Eggs,278,crops,Motorcycle with Sidecar,L,433
Leafy Greens,2298,crops,Delivery Van,N1,1662
Meat,2022,crops,Open Truck,N1,1574
Cows,4487,perishable crops,Refrigerated Truck,N2,7766
Goats,15728,crops,10-Wheeler Truck,N3,13713
Pigs,13488,crops,Container Truck,N3,16965
Pigs,13611,livestock,Heavy Livestock Trailer,N3,16305
Cows,4680,perishable crops,Refrigerated Truck,N2,7723
Pigs,17331,crops,Container Truck,N3,16165
Goats,4617,perishable crops,Refrigerated Truck,N2,8810
Meat,16177,livestock,Heavy Livestock Trailer,N3,16658
Leafy Greens,11277,crops,Elf Truck,N2,7781
Leafy Greens,3741,perishable crops,Refrigerated Truck,N2,11865
Vegetables,10854,perishable crops,Refrigerated Truck,N2,6455
Goats,14168,livestock,Heavy Livestock Trailer,N3,14166
Frozen Fish,13690,crops,10-Wheeler Truck,N3,14078
Vegetables,1819,crops,Pickup Truck,N1,1129
Leafy Greens,17220,crops,Container Truck,N3,19691
Leafy Greens,16687,livestock,Heavy Livestock Trailer,N3,14295
Frozen Fish,13893,livestock,Heavy Livestock Trailer,N3,17744
Rice,14021,livestock,Heavy Livestock Trailer,N3,14206
Leafy Greens,1558,perishable crops,Refrigerated Van,N1,2324
Goats,14022,crops,10-Wheeler Truck,N3,14247
Fruits,17032,crops,10-Wheeler Truck,N3,14583
Chickens,15063,crops,Container Truck,N3,18842
Pigs,9471,perishable crops,Refrigerated Truck,N2,6650
Meat,14201,crops,10-Wheeler Truck,N3,14506
Rice,9695,crops,Elf Truck,N2,4180
Eggs,11270,perishable crops,Refrigerated Truck,N2,7109
Leafy Greens,5410,perishable crops,Refrigerated Truck,N2,9559
Fruits,5967,crops,Elf Truck,N2,7966
Corn,1150,crops,Multicab,N1,1006
Goats,14495,crops,10-Wheeler Truck,N3,14648
Chickens,6185,livestock,Livestock Truck,N2,10810
Leafy Greens,12416,crops,Container Truck,N3,15066
Fruits,17507,crops,Container Truck,N3,19753
Cows,9089,perishable crops,Refrigerated Truck,N2,6771
Leafy Greens,16538,crops,Container Truck,N3,18724
Eggs,2252,crops,Open Truck,N1,2820
Chickens,17953,crops,10-Wheeler Truck,N3,14918
Pigs,6119,livestock,Livestock Truck,N2,9713
Fruits,2149,crops,Open Truck,N1,1685
Goats,1631,crops,Open Truck,N1,1748
Vegetables,4480,livestock,Livestock Truck,N2,9942
Corn,9610,crops,Elf Truck,N2,5177
Goats,6452,crops,Elf Truck,N2,4100
Vegetables,5823,livestock,Livestock Truck,N2,9495
Eggs,10699,livestock,Livestock Truck,N2,11619
Rice,4426,perishable crops,Refrigerated Truck,N2,7364
Frozen Fish,4464,crops,Elf Truck,N2,6949
Vegetables,884,crops,Multicab,N1,1167
Vegetables,5037,perishable crops,Refrigerated Truck,N2,7968
Vegetables,10267,crops,Elf Truck,N2,6109
Cows,10617,perishable crops,Refrigerated Truck,N2,7981
Cows,15640,crops,10-Wheeler Truck,N3,13390
Corn,13942,livestock,Heavy Livestock Trailer,N3,16800
Eggs,17194,crops,10-Wheeler Truck,N3,14968
Fruits,8287,livestock,Livestock Truck,N2,5298
Rice,3158,crops,Delivery Van,N1,2455
Rice,8226,perishable crops,Refrigerated Truck,N2,10044
Pigs,7247,perishable crops,Refrigerated Truck,N2,11086
Eggs,6708,livestock,Livestock Truck,N2,7033
Leafy Greens,15641,crops,10-Wheeler Truck,N3,13688
Frozen Fish,14193,crops,10-Wheeler Truck,N3,14212
Leafy Greens,4580,perishable crops,Refrigerated Truck,N2,10626
